NAME|CATEGORY|CODE|NTID
FRHDNJBB15WVHO7219A|CISCO|7018|VHO7-7018-VBR01
FRHDNJBB15WVHO7221A|CISCO|7018|VHO7-7018-VBR02
FRHDNJBBH0901VHO7307|JUNIPER|MX960|NWRKNJ-SER-21
FRHDNJBBH0901VHO7308|JUNIPER|MX960|NWRKNJ-SER-22
FRLNNJFL04W|JUNIPER|E320|NWRKNJ-VFTTP-104
FRLNNJFL06W0225205A|JUNIPER|E320|NWRKNJ-VFTTP-169
FRMNMAUN05W|JUNIPER|E320|BSTNMA-VFTTP-140
FRMNMAUN75W0225106A|JUNIPER|E320|BSTNMA-VFTTP-177
FRMNMAUNERXG3|JUNIPER|ERX-1440|BSTNMA-FRMNMAUN-ERXG03
FRMNMAUNERX|JUNIPER|ERX-1440|BSTNMA-FRMNMAUN-ERXG01
FRPTNYFP57W|JUNIPER|E320|NYCMNY-VFTTP-111
FRPTNYFP58W|JUNIPER|E320|NYCMNY-VFTTP-113
FSHKNYLD00W|JUNIPER|E320|PGHKNY-VFTTP-10
FTBGMAMA02W|JUNIPER|E320|BSTNMA-VFTTP-119
FTLENJLE03W|JUNIPER|E320|NWRKNJ-VFTTP-62
FTWSMDCP00W|JUNIPER|E320|WASHDC-VFTTP-80
FTWSPAFW00W|CISCO|12416|PHLAPA-LCR-05
FTWSPAFW02W|CISCO|12416|PHLAPA-LCR-07
FTWSPAFW05W022515051|CISCO|12416|PHLAPA-SER-05
FTWSPAFW0EW|JUNIPER|ERX-1440|PHLAPA-SER-01
FTWSPAFW1EW-|JUNIPER|M40E|PHLAPA-AER-01
FTWSPAFW1EW|JUNIPER|M40E|PHLAPA-AER-01
FTWSPAFW1LW-VIS|CISCO|12416|PHLAPA-LCR-01-VIS
FTWSPAFW1LW|CISCO|12416|PHLAPA-LCR-01
FTWSPAFW1SW|CISCO|7206-VXR|PHLAPA-SAA-02
FTWSPAFW2EW|JUNIPER|M40E|PHLAPA-AER-02
FTWSPAFW2LW-VIS|CISCO|12416|PHLAPA-LCR-03-VIS
FTWSPAFW2LW|CISCO|12416|PHLAPA-LCR-03
FTWSPAFW2SW|CISCO|7206-VXR|PHLAPA-SAA-05
FTWSPAFW30W02250825A|CISCO|CRS-3 LCR|PHLAPA-LCR-21
FTWSPAFW33W022104151|JUNIPER|M40E|PHLAPA-AER-07
FTWSPAFW33W022104161|JUNIPER|M40E|PHLAPA-AER-08
FTWSPAFW33W02251129A|JUNIPER|MX960|PHLAPA-AER-21
FTWSPAFW33W02251130A|JUNIPER|MX960|PHLAPA-AER-22
FTWSPAFW33W02251428A|JUNIPER|MX960|FTWSPAFW33W-MSR-X
FTWSPAFWERX|JUNIPER|ERX-1440|PHLAPA-FTWSPAFW-ERXG01
FTWSPAFWG02|JUNIPER|ERX-1440|PHLAPA-FTWSPAFW-ERXG02
FTWSPAFWG03|JUNIPER|ERX-1440|PHLAPA-FTWSPAFW-ERXG03
FTWSPAFWVS2022513251|CISCO|6509|PHLAPA-VAR-05
FXBOMACO00W0111600A|JUNIPER|E320|BSTNMA-VFTTP-158
FYVLNYFV00W0110501A|JUNIPER|E320|SYRCNY-VFTTP-19
GFTNMAWO00W|JUNIPER|E320|BSTNMA-VFTTP-121
GLALVA90BR1|CISCO|3845|RIC2-RTR10
GLALVA90BR2|CISCO|3845|RIC2-RTR11
GLALVA90CR1|JUNIPER|M320|RIC2-CORE-RTR1
GLALVA90CR2|JUNIPER|M320|RIC2-CORE-RTR2
GLBONJGB03W|JUNIPER|E320|CMDNNJ-VFTTP-21
GLBRMDGL08W|JUNIPER|E320|BLTMMD-VFTTP-38
GLBRMDGL13W0220213A|JUNIPER|E320|BLTMMD-VFTTP-72
GLBRMDGLEG2|JUNIPER|ERX-1440|BLTMMD-GLBRMDGL-ERXG02
GLBRMDGLERX|JUNIPER|ERX-1440|BLTMMD-GLBRMDGL-ERXG01
GLCSRIWG00W|JUNIPER|E320|PRVDRI-VFTTP-15
GLCVNYGC01W|JUNIPER|E320|NYCMNY-VFTTP-168
GLCYNJGL00W0111801A|JUNIPER|E320|CMDNNJ-VFTTP-59
GLLDPAGN00W|JUNIPER|E320|PHLAPA-VFTTP-104
GLLDPAGN02W|JUNIPER|E320|PHLAPA-VFTTP-105
GLNMPAGL00W|JUNIPER|E320|PHLAPA-VFTTP-55
GLNSPAGL00W|JUNIPER|E320|PITBPA-VFTTP-17
GLVLMDGL00W0110700A|JUNIPER|E320|BLTMMD-VFTTP-76
GLWDMDGD03W|JUNIPER|E320|BLTMMD-VFTTP-15
GMTWMDGN03W|JUNIPER|E320|WASHDC-VFTTP-69
GMTWMDGN04W|JUNIPER|E320|WASHDC-VFTTP-92
GNBGNYFV01W0002017A|JUNIPER|E320|NYCMNY-VFTTP-227
GNWCCTGN74W|JUNIPER|E320|NYCMNY-VFTTP-154
GRBRVAXA03W|JUNIPER|E320|NRFLVA-VFTTP-18
GRBRVAXA05W|JUNIPER|ERX-1440|GRBRVAXA05W
GRBRVAXA07W|JUNIPER|ERX-1440|GRBRVAXA07W
GRBRVAXB00W|JUNIPER|E320|NRFLVA-VFTTP-25
GRCYNYGC07W|CISCO|12416|NYCMNY-LCR-07
GRCYNYGC08W|CISCO|12416|NYCMNY-LCR-11
GRCYNYGC0LW-VIS|CISCO|12416|NYCMNY-LCR-03-VIS
GRCYNYGC0LW|CISCO|12416|NYCMNY-LCR-03
GRCYNYGC10W|CISCO|12416|NYCMNY-LCR-13
GRCYNYGC12W0130100A|CISCO|CRS-3 LCR|NYCMNY-LCR-21
GRCYNYGC12W0130103A|CISCO|CRS-3 LCR|NYCMNY-LCR-21-LCC2
GRCYNYGC19W0121621A|JUNIPER|MX960|NYCMNY-AER-31
GRCYNYGC19W0121622A|JUNIPER|MX960|NYCMNY-AER-32
GRCYNYGC19W0150413A|JUNIPER|MX960|NYCMNY-MSR-01
GRCYNYGC19W|JUNIPER|ERX-1440|NYCMNY-TFTTP-239
GRCYNYGC1LW-VIS|CISCO|12416|NYCMNY-LCR-05-VIS
GRCYNYGC1LW|CISCO|12416|NYCMNY-LCR-05
GRCYNYGC23W|CISCO|12416|NYCMNY-SER-07
GRCYNYGCERXG1|JUNIPER|ERX-1440|NYCMNY-GRCYNYGC-ERXG01
GRCYNYGCERXG2|JUNIPER|ERX-1440|NYCMNY-GRCYNYGC-ERXG02
GRCYNYGCERXG3|JUNIPER|ERX-1440|NYCMNY-GRCYNYGC-ERXG03
GRCYNYGCERX|JUNIPER|ERX-1440|NYCMNY-GRCYNYGC-ERXG01
GRCYNYGCVS20116207A|CISCO|6509|NYCMNY-VAR-08
GRCYNYGCVS20150412A|CISCO|6509|NYCMNY-VAR-10
GRLAPAGL00W|JUNIPER|E320|PHLAPA-VFTTP-56
GRTNMAHO01W0110200A|JUNIPER|E320|BSTNMA-VFTTP-159
GRTWMAWI01W|JUNIPER|E320|BSTNMA-VFTTP-90
GTBGMDGB04W|JUNIPER|M40E|WASHDC-AER-07
GTBGMDGB05W|JUNIPER|M40E|WASHDC-AER-08
GTBGMDGB07W0220814A|JUNIPER|E320|WASHDC-VFTTP-137
GTBGMDGB07W0220824A|JUNIPER|MX960|WASHDC-AER-25
GTBGMDGB07W0220826A|JUNIPER|MX960|WASHDC-AER-26
GVTNVAGR03W|JUNIPER|E320|WASHDC-VFTTP-122
HCKNNJHK08W|JUNIPER|E320|NWRKNJ-VFTTP-109
HCKNNJHK10W0440214A|JUNIPER|E320|NWRKNJ-VFTTP-168
HCKSDEHC04W|JUNIPER|E320|PHLAPA-VFTTP-80
HCVLNYHV02W|JUNIPER|E320|NYCMNY-VFTTP-178
HCVLNYHV56W|JUNIPER|E320|NYCMNY-VFTTP-112
HDFDNJHD03W|JUNIPER|E320|CMDNNJ-VFTTP-27
HDFDNJHD06W0222020A|JUNIPER|E320|CMDNNJ-VFTTP-56
HDSNMAFR00W|JUNIPER|E320|BSTNMA-VFTTP-124
HGTWMDHG88W0221200A|JUNIPER|E320|BLTMMD-VFTTP-82
HGTWMDOC10F|CISCO|7206-VXR|HAG-FRSW-RTR1
HGTWMDOC1BR|CISCO|3640|HAG-RTR10
HGTWMDOC1CROLD|JUNIPER|M40E|HAG-CORE-RTR1OLD
HGTWMDOC1CR|JUNIPER|M120|HAG-CORE-RTR1
HGTWMDOC1DR|CISCO|10008|HAG-DSL-RTR1
HGTWMDOC1ER|CISCO|10008|HAG-EDGE-RTR1
HGTWMDOC1GR|CISCO|7513|HAG-GTE-RTR1
HGTWMDOC1QR|CISCO|7513|HAG-QWEST-RTR1
HGTWMDOC1RC|CISCO|6400|HAG-6400-1
HGTWMDOC2BR|CISCO|3640|HAG-RTR11
HGTWMDOC2CROLD|JUNIPER|M40E|HAG-CORE-RTR2OLD
HGTWMDOC2CR|JUNIPER|M120|HAG-CORE-RTR2
HGTWMDOC2DR|CISCO|10008|HAG-DSL-RTR2
HGTWMDOC3DR|CISCO|10008|HAG-DSL-RTR3
HITNNJHI07W0112626A|JUNIPER|E320|CMDNNJ-VFTTP-54
HLDLNJWE03W|JUNIPER|E320|NWRKNJ-VFTTP-100
HLDNNJ0103W|JUNIPER|E320|NWRKNJ-VFTTP-64
HLOKDEHL03W|JUNIPER|E320|PHLAPA-VFTTP-121
HLSTMACH01W|JUNIPER|E320|BSTNMA-VFTTP-150
HLSTMACH1FW|JUNIPER|ERX-1440|BSTNMA-VFTTP-20
HLSTMACH54W0110418A|JUNIPER|MX960|BSTNMA-VFTTP-351
HMBGNYHB00W|JUNIPER|E320|BFLONY-VFTTP-07
HMPNNHWI0FW|JUNIPER|ERX-1440|CNCDNH-VFTTP-04
HMPNVADC00W|JUNIPER|E320|NRFLVA-VFTTP-19
HMPNVAQN03W0220402A|JUNIPER|E320|NRFLVA-VFTTP-35
HMPNVAQN03W0221609A|JUNIPER|MX960|NRFLVA-AER-23
HMPNVAQN03W0221610A|JUNIPER|MX960|NRFLVA-AER-24
HMPSNYHS05W|JUNIPER|E320|NYCMNY-VFTTP-82
HMPSNYHS06W0330122A|JUNIPER|E320|NYCMNY-VFTTP-257
HMSQNJHS04W|CISCO|12416|CMDNNJ-LCR-03
HMSQNJHS05W00001927A|CISCO|CRS-3 LCR|CMDNNJ-LCR-21
HMSQNJHS07W-TID|JUNIPER|MX960|HMSQNJHS07W-MSR-X
HMSQNJHS0EW|JUNIPER|ERX-1440|CMDNNJ-SER-01
HMSQNJHS0LW-VIS|CISCO|12416|CMDNNJ-LCR-01-VIS
HMSQNJHS0LW|CISCO|12416|CMDNNJ-LCR-01
HMSQNJHS1SW|CISCO|7206-VXR|CMDNNJ-SAA-02
HMSTPAHO00W|JUNIPER|E320|PITBPA-VFTTP-28
HMTNMAWI02W|JUNIPER|E320|BSTNMA-VFTTP-130
HNHMMAGR59W|JUNIPER|E320|BSTNMA-VFTTP-74
HNVRMACO01W|JUNIPER|E320|BSTNMA-VFTTP-73
HOLMNJHO04W|JUNIPER|E320|NWRKNJ-VFTTP-106
HOLMNJHO1NR|CISCO|7206-VXR|HOLMNJ-CTX-RTR1
HPTNMAHR00W|JUNIPER|E320|BSTNMA-VFTTP-115
HPWLVAHW01W0113501A|JUNIPER|E320|RCMDVA-VFTTP-35
HRBGPAHA0CW|CISCO|12416|HRBGPA-SER-02
HRBGPAHA0EW|JUNIPER|ERX-1440|HRBGPA-SER-01
HRBGPAHA11W0220202A|JUNIPER|MX960|HRBGPA-AER-21
HRBGPAHA11W0220206A|JUNIPER|MX960|HRBGPA-AER-22
HRBGPAHA11W0226001A|JUNIPER|E320|HRBGPA-VFTTP-21
HRBGPAHA11W0226013A|JUNIPER|MX960|HRBGPAHA11W-MSR-X
HRBGPAHA11W03034103A|CISCO|CRS-3-8 NG LCR|HRBGPA-LCR-21
HRBGPAHA11W0660209A|CISCO|3750|VHO14-SW005
HRBGPAHA11W0660209B|CISCO|3750|VHO14-SW004
HRBGPAHA11W0660229E|CISCO|3750|VHO14-SW002
HRBGPAHA11W0660233K|CISCO|3750|VHO14-VPR01
HRBGPAHA11W0660330A|CISCO|3750|VHO14-PM02
HRBGPAHA11W0660330B|CISCO|3750|VHO14-PM01
HRBGPAHA1EW|JUNIPER|M40E|HRBGPA-AER-01
HRBGPAHA1LW-VIS|CISCO|12416|HRBGPA-LCR-01-VIS
HRBGPAHA1LW|CISCO|12416|HRBGPA-LCR-01
HRBGPAHA1SW|CISCO|7206-VXR|HRBGPA-SAA-01
HRBGPAHA2EW|JUNIPER|M40E|HRBGPA-AER-02
HRBGPAHA2LW-VIS|CISCO|12416|HRBGPA-LCR-02-VIS
HRBGPAHA2LW|CISCO|12416|HRBGPA-LCR-02
HRBGPAHA2SW|CISCO|7206-VXR|HRBGPA-SAA-02
HRBGPAHA3SW|CISCO|7206-VXR|HRBGPA-SAA-03
HRBGPAHA4SW|CISCO|7206-VXR|HRBGPA-SAA-05
HRBGPAHAERX|JUNIPER|ERX-1440|HRBGPA-HRBGPAHA-ERXG01
HRBGPAHAG02|JUNIPER|ERX-1440|HRBGPA-HRBGPAHA-ERXG02
HRBGPAHAHAC0660325A|CISCO|7018|VHO14-N7KVBR01
HRBGPAHAHAC0660329A|CISCO|7018|VHO14-N7KVBR02
HRBGPAHAHAC0660422A|JUNIPER|MX960|HRBGPA-SER-21
HRBGPAHAHAC0660424A|JUNIPER|MX960|HRBGPA-SER-22
HRBGPAHAVMSESW|CISCO|2950|HRBGPA-ISW-01
HRBGPAHAVMSRTR1|CISCO|2621XM|HRBGPA-IAR-01
HRBGPAHAVMSRTR2|CISCO|2621XM|HRBGPA-IAR-02
HRBGPAQS1BR|CISCO|3640|CAP2-RTR10
HRBGPAQS1CR|JUNIPER|M40E|CAP2-CORE-RTR1
HRBGPAQS1DR|CISCO|10008|CAP2-DSL-RTR1
HRBGPAQS1ER|CISCO|7513|CAP2-EDGE-RTR1
HRBGPAQS1RC|CISCO|6400|CAP2-6400-1
HRBGPAQS2BR|CISCO|3640|CAP2-RTR11
HRBGPAQS2CR|JUNIPER|M40E|CAP2-CORE-RTR2
HRBGPAQS2DR|CISCO|10008|CAP2-DSL-RTR2
HRBGPAQS2ER|CISCO|7513|CAP2-EDGE-RTR2
HRBGPAQS3CR|JUNIPER|M40E|CAP2-CORE-RTR3
HRBGPAQS4CR|JUNIPER|M40E|CAP2-CORE-RTR4
HRBGPAQS4ER|CISCO|10008|CAP2-EDGE-RTR4
HRLVPAHV00W|JUNIPER|E320|PHLAPA-VFTTP-57
HRNDVADU00W|JUNIPER|E320|WASHDC-VFTTP-89
HRNDVAHE00W|JUNIPER|E320|WASHDC-VFTTP-93
HRNDVAHE01W|JUNIPER|E320|WASHDC-VFTTP-97
HRNDVAST06W|JUNIPER|E320|WASHDC-VFTTP-125
HRNDVAST07W0113608A|JUNIPER|E320|WASHDC-VFTTP-153
HRSHPAXH06W|JUNIPER|E320|HRBGPA-VFTTP-17
HRSNNYHN57W0111147A|JUNIPER|E320|NYCMNY-VFTTP-237
HTBOPAHB0FW|JUNIPER|ERX-1440|PHLAPA-VFTTP-30
HTBOPAHB77W|JUNIPER|E320|PHLAPA-VFTTP-92
HUMLPAHM04W|JUNIPER|E320|HRBGPA-VFTTP-16
HYBKPAHB00W0110515A|JUNIPER|E320|HYBKPAHB00W
HYMRVAXA00W|JUNIPER|E320|WASHDC-VFTTP-94
HYNSMAOCERX|JUNIPER|ERX-1440|BSTNMA-HYNSMAOC-ERXG01
HYVLMDCM21W|JUNIPER|E320|WASHDC-VFTTP-118
HYVLMDHY0EW|JUNIPER|M40E|WASHDC-AER-03
HYVLMDHY1EW|JUNIPER|M40E|WASHDC-AER-04
HYVLMDHY78W|JUNIPER|ERX-1440|WASHDC-VFTTP-59
HYVLMDHY80W|JUNIPER|E320|WASHDC-VFTTP-103
HYVLMDHY86W0660100A|JUNIPER|MX960|WASHDC-AER-23
HYVLMDHY86W0660102A|JUNIPER|MX960|WASHDC-AER-24
HYVLMDHYVMSESW|CISCO|2950|WASHDC-ISW-01
HYVLMDHYVMSRTR1|CISCO|2621XM|WASHDC-IAR-01
HYVLMDHYVMSRTR2|CISCO|2621XM|WASHDC-IAR-02
HZTNPAHZERX|JUNIPER|ERX-1440|SCTNPA-HZTNPAHZ-ERXG01
HZTNPAHZG02|JUNIPER|ERX-1440|SCTNPA-HZTNPAHZ-ERXG02
HZTNPAHZG03|JUNIPER|ERX-1440|SCTNPA-HZTNPAHZ-ERXG03
IMPRPAIM03W0110201A|JUNIPER|E320|PITBPA-VFTTP-51
INHLVAXA02W0110503A|JUNIPER|E320|WASHDC-VFTTP-140
IPSWMACO58W|JUNIPER|E320|BSTNMA-VFTTP-141
IVTNNJES02W0220416A|JUNIPER|E320|NWRKNJ-VFTTP-152
JCSNOHXA02W|CISCO|2811|CLMBOH-E911-01
JCSNOHXA03W|CISCO|2811|CLMBOH-E911-02
JCVLILXC04W|CISCO|2811|QNCYIL-E911-01
JCVLILXC05W|CISCO|2811|QNCYIL-E911-02
JENKPAJK25W|JUNIPER|E320|PHLAPA-VFTTP-66
JRCYNJBR17W|JUNIPER|E320|NWRKNJ-VFTTP-123
JRCYNJJO11W|JUNIPER|E320|NWRKNJ-VFTTP-80
JRCYNJJO14W0119617A|JUNIPER|E320|NWRKNJ-VFTTP-163
KGGRVAXA00W|JUNIPER|ERX-1440|CLPPVA-VFTTP-05
KGPRPAKP00W|JUNIPER|E320|PHLAPA-VFTTP-67
KGTNMASL00W|JUNIPER|E320|BSTNMA-VFTTP-126
KMVLPAKV00W|JUNIPER|E320|PHLAPA-VFTTP-101
KNBGNJKE00W|JUNIPER|E320|NWRKNJ-VFTTP-112
KNSQPAKS05W0000201A|JUNIPER|E320|PHLAPA-VFTTP-124
KRLNPAKL04W|JUNIPER|E320|PHLAPA-VFTTP-68
KRLNPAKL10W0112605A|JUNIPER|E320|PHLAPA-VFTTP-164
KRNYNJKN06W|JUNIPER|E320|NWRKNJ-VFTTP-53
KRNYNJKN09W0220329A|JUNIPER|E320|NWRKNJ-VFTTP-173
KYPTNJKY07W|JUNIPER|E320|NWRKNJ-VFTTP-108
LANGPALA00W|JUNIPER|E320|PHLAPA-VFTTP-81
LARCPALM03W|JUNIPER|E320|PHLAPA-VFTTP-123
LARLMDLR01W|JUNIPER|E320|WASHDC-VFTTP-111
LARLMDLR18W|JUNIPER|E320|WASHDC-VFTTP-95
LARLMDLR19W0220631A|JUNIPER|E320|WASHDC-VFTTP-151
LDVRMDLO18W|JUNIPER|ERX-1440|WASHDC-VFTTP-60
LDVRMDLO19W|JUNIPER|E320|WASHDC-VFTTP-104
LGBRNJLB00W|JUNIPER|E320|NWRKNJ-VFTTP-125
LKWDNJLK04W|JUNIPER|E320|NWRKNJ-VFTTP-113
LMNSMASC64W|JUNIPER|E320|BSTNMA-VFTTP-131
LNBHNYLB04W|JUNIPER|E320|NYCMNY-VFTTP-96
LNDLPALD00W|JUNIPER|E320|PHLAPA-VFTTP-77
LNHMMDLN03W0117213A|JUNIPER|E320|WASHDC-VFTTP-132
LNHMMDLN0FW|JUNIPER|ERX-1440|WASHDC-VFTTP-40
LNLXPALN05W|JUNIPER|E320|PHLAPA-VFTTP-98
LNSDPALD00W|JUNIPER|E320|PHLAPA-VFTTP-111
LNSDPALD01W|JUNIPER|E320|PHLAPA-VFTTP-112
LPLTMDLA02W|JUNIPER|E320|WASHDC-VFTTP-119
LRMTNYLA01W|JUNIPER|E320|NYCMNY-VFTTP-181
LSBGVALB0FW|JUNIPER|ERX-1440|CLPPVA-VFTTP-06
LSBGVALB0LW-VIS|CISCO|12416|CLPPVA-LCR-02-VIS
LSBGVALB0LW|CISCO|12416|CLPPVA-LCR-02
LSBGVALB13W|JUNIPER|E320|CLPPVA-VFTTP-10
LSBGVALB19W0100401A|JUNIPER|MX960|LSBGVALB19W-MSR-X
LSBGVALB19W0100406A|CISCO|CRS-3-8 NG LCR|CLPPVA-LCR-22
LSBGVALB1CW|CISCO|12416|CLPPVA-SER-02
LSBGVALB1EW|JUNIPER|ERX-1440|CLPPVA-SER-03
LSBGVALB1SW|CISCO|7206-VXR|CLPPVA-SAA-03
LSBGVALBVS0|CISCO|6509|CLPPVA-VAR-02
LTFLNJLF01W0112406A|JUNIPER|E320|NWRKNJ-VFTTP-148
LTFYNJLF04W0220530A|JUNIPER|E320|NWRKNJ-VFTTP-50
LTHMNYTS00W0114110A|JUNIPER|E320|ALBYNY-VFTTP-07
LTTNMAKI00W|JUNIPER|E320|BSTNMA-VFTTP-91
LVLTNJSP01W0110503A|JUNIPER|E320|NWRKNJ-VFTTP-167
LVTNNJLI04W|JUNIPER|E320|NWRKNJ-VFTTP-119
LVTWNYLT57W|JUNIPER|E320|NYCMNY-VFTTP-148
LWLLMAAP05W|JUNIPER|M320|BSTNMA-AER-09
LWLLMAAP06W|JUNIPER|M320|BSTNMA-AER-10
LWLLMAAP0EW|JUNIPER|M40E|BSTNMA-AER-05
LWLLMAAP1EW|JUNIPER|M40E|BSTNMA-AER-06
LWLLMAAP56W0110432A|JUNIPER|MX960|BSTNMA-AER-23
LWLLMAAP56W0110436A|JUNIPER|MX960|BSTNMA-AER-24
LWRNMACA0EW|JUNIPER|ERX-1440|BSTNMA-SER-04
LWRNMACA93W0110627A|JUNIPER|E320|BSTNMA-VFTTP-117
LWRNMACAERXG1|JUNIPER|ERX-1440|BSTNMA-LWRNMACA-ERXG01
LWRNMACAERX|JUNIPER|ERX-1440|BSTNMA-LWRNMACA-ERXG01
LWRNMACAG02|JUNIPER|ERX-1440|BSTNMA-LWRNMACA-ERXG02
LXPKMDLX06W0112901A|JUNIPER|E320|WASHDC-VFTTP-158
LXTNMAWA57W|JUNIPER|E320|BSTNMA-VFTTP-106
LYBGVA5610F|CISCO|7206-VXR|LYN-FRSW-RTR1
LYBGVA561BR|CISCO|3640|LYN-RTR10
LYBGVA561CR|JUNIPER|M10BASEDC|LYN-CORE-RTR1
LYBGVA561DR|CISCO|10008|LYN-DSL-RTR1
LYBGVA561ER|CISCO|10008|LYN-EDGE-RTR1
LYBGVA561GR|CISCO|7507|LYN-GTE-RTR1
LYBGVA561QR|CISCO|7507|LYN-QWEST-RTR1
LYBGVA562BR|CISCO|3640|LYN-RTR11
LYBGVA562CR|JUNIPER|M10BASEDC|LYN-CORE-RTR2
LYBGVACH0LW-VIS|CISCO|12416|LYNCVA-LCR-01-VIS
LYBGVACH0LW|CISCO|12416|LYNCVA-LCR-01
LYBGVACH1CW|CISCO|12416|LYNCVA-SER-02
LYBGVACH1EW|JUNIPER|ERX-1440|LYNCVA-SER-01
LYBGVACH1LW-VIS|CISCO|12416|LYNCVA-LCR-02-VIS
LYBGVACH1LW|CISCO|12416|LYNCVA-LCR-02
LYBGVACH1SW|CISCO|7206-VXR|LYNCVA-SAA-01
LYBGVACH2SW-ATM-NCD|CISCO|7206-VXR|LYBGVACH2SW-ATM-NCD
LYBGVACH3SW|CISCO|7206-VXR|LYNCVA-SAA-03
LYBGVACH87W0330400A|JUNIPER|MX960|LYBGVACH87W-MSR-X
LYBGVACH87W0330401A|JUNIPER|MX960|LYBGVACH87W-MSR-2
LYBGVACH87W0330405A|CISCO|CRS-3-8 NG LCR|LYNCVA-LCR-21
LYBGVACHERX|JUNIPER|ERX-1440|LYNCVA-LYBGVACH-ERXG01
LYBGVACHVMSESW|CISCO|2950|LYNCVA-ISW-01
LYBGVACHVMSRTR1|CISCO|2621XM|LYNCVA-IAR-01
LYBGVACHVMSRTR2|CISCO|2621XM|LYNCVA-IAR-02
LYBGVATM00W0116101A|CISCO|CRS-3-8 NG LCR|LYNCVA-LCR-22
LYBRNYLB02W|JUNIPER|E320|NYCMNY-VFTTP-108
LYBRNYLB03W|JUNIPER|E320|NYCMNY-VFTTP-135
LYBRNYLB0FW|JUNIPER|ERX-1440|NYCMNY-VFTTP-07
LYBRNYLB1FW|JUNIPER|ERX-1440|NYCMNY-VFTTP-68
LYFDMACA02W|JUNIPER|E320|BSTNMA-VFTTP-93
MARLNJMA04W|JUNIPER|E320|CMDNNJ-VFTTP-35
MARNILXE05W|CISCO|2811|CAIRIL-E911-03
MARNILXE06W|CISCO|2811|CAIRIL-E911-04
MARNMAMI04W|JUNIPER|E320|BSTNMA-VFTTP-142
MARNOHXC14W|CISCO|2811|CLMBOH-E911-03
MARNOHXC15W|CISCO|2811|CLMBOH-E911-04
MARNOHXC16W|CISCO|2811|MARNOHXC16W
MARNOHXC17W|CISCO|2811|MARNOHXC17W
MAYOMDMY03W|JUNIPER|E320|BLTMMD-VFTTP-39
MBRGPAME03W|JUNIPER|E320|HRBGPA-VFTTP-12
MCHVVAMV00W0115302A|JUNIPER|E320|RCMDVA-VFTTP-29
MCLNVALV08W|JUNIPER|ERX-1440|WASHDC-VFTTP-54
MCLNVALV09W|JUNIPER|E320|WASHDC-VFTTP-126
MCLNVALV12W0113818A|JUNIPER|E320|WASHDC-VFTTP-156
MCLNVALV1FW|JUNIPER|ERX-1440|WASHDC-VFTTP-22
MCMBILXD04W|CISCO|2811|OLNYIL-E911-03
MCMBILXD05W|CISCO|2811|OLNYIL-E911-04
MCRKPAMR00W|JUNIPER|E320|PITBPA-VFTTP-25
MCVLNJMC04W|JUNIPER|E320|CMDNNJ-VFTTP-28
MDFDNJ0104W|JUNIPER|E320|CMDNNJ-VFTTP-37
MDLBMAJA57W|JUNIPER|E320|BSTNMA-VFTTP-118
MDLBMAJA58W0110328A|JUNIPER|E320|BSTNMA-VFTTP-169
MDLTVAMD04W|JUNIPER|E320|RCMDVA-VFTTP-18
MDSNNJAA10F|CISCO|7206-VXR|MAD-FRSW-RTR1
MDSNNJAA1BR|CISCO|3640|MAD-RTR10
MDSNNJAA1GC|CISCO|12012|MAD-GTE-GSR1
MDSNNJAA1GR|CISCO|7513|MAD-GTE-RTR1
MDSNNJAA1KR|CISCO|7507|MAD-GNI-RTR1
MDSNNJAA1QC|CISCO|12012|MAD-QWEST-GSR1
MDSNNJAA1QR|CISCO|7513|MAD-QWEST-RTR1
MDSNNJAA1RC|CISCO|6400|MAD-6400-1
MDSNNJAA2BR|CISCO|3640|MAD-RTR11
MDSNNJAA2GC|CISCO|12008|MAD-GTE-GSR2
MDSNNJAA2GR|CISCO|7507|MAD-GTE-RTR2
MDSNNJAA2QR|CISCO|7507|MAD-QWEST-RTR2
MDSNNJMA00W0111230A|JUNIPER|E320|NWRKNJ-VFTTP-155
MDTWDEMT04W|JUNIPER|E320|PHLAPA-VFTTP-113
MDTWDEMT05W0114001A|JUNIPER|E320|PHLAPA-VFTTP-165
MDTWDEMT0FW|JUNIPER|ERX-1440|PHLAPA-VFTTP-16
MEDIPAME00W|JUNIPER|E320|PHLAPA-VFTTP-69
MEFDMAPL00W|JUNIPER|E320|BSTNMA-VFTTP-134
MEWYMAVI00W|JUNIPER|E320|BSTNMA-VFTTP-135
MGTNNJMI03W0110910A|JUNIPER|E320|NWRKNJ-VFTTP-153
MHPCNYMP02W|JUNIPER|E320|NYCMNY-VFTTP-100
MHVLNJME00W0222436A|JUNIPER|E320|CMDNNJ-VFTTP-60
MINONYMI00W0114205A|JUNIPER|E320|SYRCNY-VFTTP-21
MLBNNJMB07W|JUNIPER|E320|NWRKNJ-VFTTP-132
MLBRMAGR00W|JUNIPER|E320|BSTNMA-VFTTP-122
MLDGNJ0100W0110400A|JUNIPER|E320|ATCLNJ-VFTTP-03
MLDGNJ0100W0115100A|CISCO|CRS-3-8 NG LCR|ATCLNJ-LCR-22
MLDGNJ0100W0115102A|JUNIPER|MX960|MLDGNJ0100W-MSR-X
MLDNMAEL06W|JUNIPER|E320|BSTNMA-VFTTP-136
MLDNMAEL07W0110907A|JUNIPER|E320|BSTNMA-VFTTP-127
