NAME|CATEGORY|CODE|NTID
MLFRMAWA59W|JUNIPER|E320|BSTNMA-VFTTP-77
MLISMAMA00W0110402A|JUNIPER|E320|BSTNMA-VFTTP-161
MLVAPAMI03W|JUNIPER|E320|PITBPA-VFTTP-26
MMRNNYMA00W0220708A|JUNIPER|E320|NYCMNY-VFTTP-186
MNCHNHCO0LW-LCR-01|CISCO|12416|CNCDNH-LCR-01
MNCHNHCO0LW|CISCO|12416|CNCDNH-LCR-01
MNCHNHCOERX|JUNIPER|ERX-1440|CNCDNH-MNCHNHCO-ERXG01
MNCHNHCOG02|JUNIPER|ERX-1440|CNCDNH-MNCHNHCO-ERXG02
MNCHNHCOG03|JUNIPER|ERX-1440|CNCDNH-MNCHNHCO-ERXG03
MNCHNHCOVMSESW|CISCO|2950|CNCDNH-ISW-01
MNCHNHEL1BR|CISCO|3640|MAN-RTR10
MNCHNHEL1CR|JUNIPER|M10BASEAC|MAN-CORE-RTR1
MNCHNHEL1DR|CISCO|10008|MAN-DSL-RTR1
MNCHNHEL1ER|CISCO|10008|MAN-EDGE-RTR1
MNCHNHEL1GR|CISCO|7513|MAN-GTE-RTR1
MNCHNHEL1QR|CISCO|7513|MAN-QWEST-RTR1
MNCHNHEL1RC|CISCO|6400|MAN-6400-1
MNCHNHEL2BR|CISCO|3640|MAN-RTR11
MNCHNHEL2CR|JUNIPER|M10BASEAC|MAN-CORE-RTR2
MNCHNHEL2DR|CISCO|10008|MAN-DSL-RTR2
MNCHNHEL2GR|CISCO|7206-VXR|MAN-GTE-RTR2
MNCHNHEL2QR|CISCO|7206-VXR|MAN-QWEST-RTR2
MNDNPAMH00W|JUNIPER|E320|PHLAPA-VFTTP-70
MNFDMABR00W|JUNIPER|E320|BSTNMA-VFTTP-125
MNHMNJMD03W0112150A|JUNIPER|E320|NWRKNJ-VFTTP-145
MNJTNJ0103W|JUNIPER|E320|NWRKNJ-VFTTP-60
MNMTMAMA02W|JUNIPER|E320|BSTNMA-VFTTP-76
MNSSVAXA02W|JUNIPER|E320|WASHDC-VFTTP-62
MNSSVAXA07W|JUNIPER|ERX-1440|MNSSVAXA07W
MNSSVAXA08W|JUNIPER|ERX-1440|MNSSVAXA08W
MNSSVAXA0AW|JUNIPER|ERX-1440|MNSSVAXA0AW
MNSSVAXA18W022310A|JUNIPER|E320|WASHDC-VFTTP-150
MNSSVAXA18W|JUNIPER|ERX-1440|MNSSVAXA18W
MORVNYMO01W0110109A|JUNIPER|MX960|SYRCNY-VFTTP-316
MOVLPAMO01W|JUNIPER|E320|PITBPA-VFTTP-20
MRBLMAPL00W|JUNIPER|E320|BSTNMA-VFTTP-160
MRBOMAFO0AW|JUNIPER|ERX-1440|BSTNMA-TFTTP-153
MRBOMAMA03W|JUNIPER|E320|BSTNMA-VFTTP-94
MRBOMAMA0FW|JUNIPER|ERX-1440|BSTNMA-VFTTP-04
MRBOMDMB00W0112407A|JUNIPER|E320|WASHDC-VFTTP-129
MRFDMAMA03W|JUNIPER|E320|BSTNMA-VFTTP-116
MRFDMAMA56W01105A04A|JUNIPER|E320|BSTNMA-VFTTP-128
MRKKMDMK04W0111107A|JUNIPER|E320|WASHDC-VFTTP-142
MRMCNHYA0FW|JUNIPER|ERX-1440|CNCDNH-VFTTP-10
MRSLPAMV00W|JUNIPER|E320|PHLAPA-VFTTP-109
MRTWNJMR18W|JUNIPER|E320|NWRKNJ-VFTTP-89
MSCTILXE02W|CISCO|2811|RKFDIL-E911-01
MSCTILXE03W|CISCO|2811|RKFDIL-E911-02
MSKGMIXK04W-1|JUNIPER|ERX-1440|GDRPMI-DSL-01
MSKGMIXK04W|JUNIPER|ERX-1440|MSKGMIXK04W
MSKGMIXK07W|JUNIPER|ERX-1440|MSKGMIXK07W
MSKGMIXK11W|CISCO|2811|GDRPMI-E911-05
MSKGMIXK12W|CISCO|2811|GDRPMI-E911-06
MSKGMIXK13W|CISCO|2811|GDRPMI-E911-07
MSKGMIXK14W|CISCO|2811|GDRPMI-E911-08
MSPQNYMP00W|JUNIPER|E320|NYCMNY-VFTTP-109
MSPQNYMP58W|JUNIPER|E320|NYCMNY-VFTTP-138
MSTCNYMC00W|JUNIPER|E320|TBC-MSTCNYMC00W-TID
MSTNDEMA01W0117000A|JUNIPER|E320|PHLAPA-VFTTP-142
MTCLNJMC06W|JUNIPER|E320|NWRKNJ-VFTTP-88
MTCLNJMC07W|JUNIPER|E320|NWRKNJ-VFTTP-87
MTHLNJMH75W|JUNIPER|E320|CMDNNJ-VFTTP-30
MTKSNYMK00W0410101C|JUNIPER|ERX-1440|NYCMNY-TFTTP-233
MTPSMAMH03W|JUNIPER|E320|BSTNMA-VFTTP-143
MTRSOHXA27W|CISCO|2811|CLMBOH-E911-07
MTRSOHXA28W|CISCO|2811|CLMBOH-E911-08
MTVRNYMV02W0116203A|JUNIPER|E320|NYCMNY-VFTTP-238
MTVRNYMV56W|JUNIPER|E320|NYCMNY-VFTTP-166
MYNRMAWA00W|JUNIPER|E320|BSTNMA-VFTTP-104
NASHNHGR0FW|JUNIPER|ERX-1440|CNCDNH-FTTP-05
NASHNHWP1FW|JUNIPER|ERX-1440|CNCDNH-VFTTP-11
NASHNHWP1GW|JUNIPER|ERX-1440|CNCDNH-VFTTP-15
NATLMAOE04W0110008A|JUNIPER|E320|BSTNMA-VFTTP-148
NBPTMAGR00W0111006A|JUNIPER|E320|BSTNMA-VFTTP-162
NBWKNJNB0EW|JUNIPER|ERX-1440|NWRKNJ-SER-03
NBWKNJNB0LW-VIS|CISCO|12416|NWRKNJ-LCR-02-VIS
NBWKNJNB0LW|CISCO|12416|NWRKNJ-LCR-02
NBWKNJNB0SW|CISCO|7206-VXR|NWRKNJ-SAA-01
NBWKNJNB14W|CISCO|12416|NWRKNJ-LCR-08
NBWKNJNB15W0222411A|JUNIPER|MX960|NBWKNJNB15W-MSR-X
NBWKNJNB15W0224318A|JUNIPER|MX960|NWRKNJ-AER-23
NBWKNJNB15W0224320A|JUNIPER|MX960|NWRKNJ-AER-24
NBWKNJNB15W02245241|JUNIPER|M40E|NWRKNJ-AER-05
NBWKNJNB15W02245261|JUNIPER|M40E|NWRKNJ-AER-06
NBWKNJNB15W|JUNIPER|MX960|NBWKNJNB15WTID
NBWKNJNB19W02244021|CISCO|12416|NWRKNJ-SER-04
NBWKNJNB1EW|JUNIPER|M40E|NWRKNJ-AER-01
NBWKNJNB1LW-VIS|CISCO|12416|NWRKNJ-LCR-04-VIS
NBWKNJNB1LW|CISCO|12416|NWRKNJ-LCR-04
NBWKNJNB2EW|JUNIPER|M40E|NWRKNJ-AER-02
NBWKNJNB2SW-IP-NCD|CISCO|7206-VXR|NBWKNJNB2SW-IP-NCD
NBWKNJNB3SW-IP-NCD|CISCO|7206-VXR|NBWKNJNB3SW-IP-NCD
NBWKNJNB4SW|CISCO|7206-VXR|NWRKNJ-SAA-05
NBWKNJNB4WW|CISCO|12416|NWRKNJ-LCR-06
NBWKNJNB68W|JUNIPER|ERX-1440|NWRKNJ-NBWKNJNB-ERXG01
NBWKNJNB97W0222414A|CISCO|CRS-3 LCR|NWRKNJ-LCR-22
NBWKNJNBERXG1|JUNIPER|ERX-1440|NWRKNJ-NBWKNJNB-ERXG01
NBWKNJNBERXG2|JUNIPER|ERX-1440|NWRKNJ-NBWKNJNB-ERXG02
NBWKNJNBERXG3|JUNIPER|ERX-1440|NWRKNJ-NBWKNJNB-ERXG03
NBWKNJNBVMSESW|CISCO|2950|NWRKNJ-ISW-01
NBWKNJNBVMSRTR1|CISCO|2621XM|NWRKNJ-IAR-01
NBWKNJNBVMSRTR2|CISCO|2621XM|NWRKNJ-IAR-02
NBWKNJNBVS0|CISCO|6509|NWRKNJ-VAR-02
NBWKNJNBVS20224809A|CISCO|6509|NWRKNJ-VAR-06
NCLDPANC03W|JUNIPER|E320|HRBGPA-VFTTP-13
NDHMMAPI0FW|JUNIPER|ERX-1440|BSTNMA-VFTTP-10
NFRMMAED00W|JUNIPER|E320|BSTNMA-VFTTP-144
NGRNNYJR1BR|CISCO|3640|ALB-RTR10
NGRNNYJR1CR|JUNIPER|M20BASEDC|ALB-CORE-RTR1
NGRNNYJR1DR|CISCO|10008|ALB-DSL-RTR1
NGRNNYJR1ER|CISCO|7513|ALB-EDGE-RTR1
NGRNNYJR1RC|CISCO|6400|ALB-6400-1
NGRNNYJR2BR|CISCO|3640|ALB-RTR11
NGRNNYJR2CR|JUNIPER|M20BASEDC|ALB-CORE-RTR2
NGRNNYJR2DR|CISCO|10008|ALB-DSL-RTR2
NGRNNYJR2ER|CISCO|7513|ALB-EDGE-RTR2
NGRNNYJR3DR|CISCO|10008|ALB-DSL-RTR3
NGRNNYJR4DR|CISCO|10008|ALB-DSL-RTR4
NGRNNYJR4ER|CISCO|10008|ALB-EDGE-RTR4
NKTWRIPH03W|JUNIPER|E320|PRVDRI-VFTTP-25
NKVLVAXA00W0110506A|JUNIPER|E320|WASHDC-VFTTP-143
NOT VALID|JUNIPER|M40E|NOT VALID
NPRVRIMS04W|JUNIPER|E320|PRVDRI-VFTTP-09
NPTUNJNT07W0111405A|JUNIPER|E320|NWRKNJ-VFTTP-139
NRBOMASC01W|JUNIPER|E320|BSTNMA-VFTTP-109
NRDGMACE06W|JUNIPER|E320|BSTNMA-VFTTP-96
NRFLVABS00W022516A|JUNIPER|MX960|NRFLVA-MSR-01
NRFLVABS00W023514A|CISCO|CRS-3-8 NG LCR|NRFLVA-LCR-21
NRFLVABS0LW-VIS|CISCO|12416|NRFLVA-LCR-01-VIS
NRFLVABS0SW|CISCO|7206-VXR|NRFLVA-SAA-01
NRFLVABS1CW|CISCO|12416|NRFLVA-SER-02
NRFLVABS1EW|JUNIPER|ERX-1440|NRFLVA-SER-01
NRFLVABS1LW-VIS|CISCO|12416|NRFLVA-LCR-02-VIS
NRFLVABS1SW|CISCO|7206-VXR|NRFLVA-SAA-05
NRFLVABS2SW|CISCO|7206-VXR|NRFLVA-SAA-02
NRFLVABS3SW|CISCO|7206-VXR|NRFLVA-SAA-03
NRFLVABSERXG4|JUNIPER|ERX-1440|NRFLVA-NRFLVABS-ERXG04
NRFLVABSERX|JUNIPER|ERX-1440|NRFLVA-NRFLVABS-ERXG01
NRFLVABSG02|JUNIPER|ERX-1440|NRFLVA-NRFLVABS-ERXG02
NRFLVABSG03|JUNIPER|ERX-1440|NRFLVA-NRFLVABS-ERXG03
NRFLVABSVMSESW|CISCO|2950|NRFLVA-ISW-01
NRFLVABSVMSRTR1|CISCO|2621XM|NRFLVA-IAR-01
NRFLVABSVMSRTR2|CISCO|2621XM|NRFLVA-IAR-02
NRFLVABSVS0|CISCO|6509|NRFLVA-VAR-01
NRGNRIMA02W0220309A|JUNIPER|E320|PRVDRI-VFTTP-36
NRGNRIMA02W0220310A|JUNIPER|E320|PRVDRI-VFTTP-32
NRPNMDNP00W0110628A|JUNIPER|E320|BLTMMD-VFTTP-69
NRTWPANR03W|JUNIPER|E320|PHLAPA-VFTTP-102
NRTWPANR0EW|JUNIPER|ERX-1440|PHLAPA-SER-02
NRWDMAVE02W|JUNIPER|E320|BSTNMA-VFTTP-137
NRWLMAMA00W|JUNIPER|E320|BSTNMA-VFTTP-138
NSYRNYNS57W|JUNIPER|E320|SYRCNY-VFTTP-13
NTCKMAEC01W|JUNIPER|E320|BSTNMA-VFTTP-145
NTLYNJNU03W|JUNIPER|E320|NWRKNJ-VFTTP-122
NWBRNYNW08W0110614A|JUNIPER|E320|PGHKNY-VFTTP-15
NWBRNYNW08W0110620A|JUNIPER|MX960|NWBRNYNW08W-MSR-X
NWBRNYNW08W0110821A|CISCO|CRS-3-8 NG LCR|PGHKNY-LCR-21
NWBRNYNW0LW-VIS|CISCO|12416|PGHKNY-LCR-01-VIS
NWBRNYNW0LW|CISCO|12416|PGHKNY-LCR-01
NWBRNYNWVS0|CISCO|6509|PGHKNY-VAR-02
NWBRNYWT01W|JUNIPER|E320|PGHKNY-VFTTP-08
NWCSDENC01W|JUNIPER|E320|PHLAPA-VFTTP-106
NWCYNYNC00W|JUNIPER|E320|NYCMNY-VFTTP-162
NWLSPANW02W|JUNIPER|E320|PHLAPA-VFTTP-89
NWNWVAHU03W|JUNIPER|E320|NRFLVA-VFTTP-20
NWNWVAJF06W|JUNIPER|E320|NRFLVA-VFTTP-26
NWNWVAJF07W0114038A|JUNIPER|MX960|NRFLVA-MSR-02
NWNWVAJF07W0114048A|CISCO|CRS-X LCR|NRFLVA-LCR-22
NWNWVAJF0FW|JUNIPER|ERX-1440|NRFLVA-VFTTP-08
NWNWVAJFVS0|CISCO|6509|NRFLVA-VAR-02
NWPVNJMH06W0112007A|JUNIPER|E320|NWRKNJ-VFTTP-136
NWRCNYNR03W|JUNIPER|E320|NYCMNY-VFTTP-97
NWRKDENB06W|JUNIPER|E320|PHLAPA-VFTTP-90
NWRKDENB0AW|JUNIPER|ERX-1440|PHLAPA-VFTTP-36
NWRKDENB24W0112361A|JUNIPER|E320|PHLAPA-VFTTP-114
NWRKDENB24W0114601A-NWRKDENB24W|JUNIPER|MX960|NWRKDENB24W
NWRKNJ0200W0661234A|CISCO|CRS-3 LCR|NWRKNJ-LCR-21
NWRKNJ020CW|CISCO|12416|NWRKNJ-SER-02
NWRKNJ020EW|JUNIPER|ERX-1440|NWRKNJ-SER-01
NWRKNJ0214W|CISCO|12416|NWRKNJ-LCR-05
NWRKNJ0215W|CISCO|12416|NWRKNJ-LCR-07
NWRKNJ021BR|CISCO|3640|NWK80-RTR10
NWRKNJ021LW-VIS|CISCO|12416|NWRKNJ-LCR-01-VIS
NWRKNJ021LW|CISCO|12416|NWRKNJ-LCR-01
NWRKNJ021PR|JUNIPER|M160BASEDC|NWK80-PEER-RTR1
NWRKNJ021SW|CISCO|7206-VXR|NWRKNJ-SAA-02
NWRKNJ0221W03332439A|JUNIPER|E320|NWRKNJ-VFTTP-166
NWRKNJ0221W0661015A|JUNIPER|MX960|NWRKNJ0221W-MSR-X
NWRKNJ0222W-TID|JUNIPER|MX960|NWRKNJ0222W-MSR-X
NWRKNJ022LW-VIS|CISCO|12416|NWRKNJ-LCR-03-VIS
NWRKNJ022LW|CISCO|12416|NWRKNJ-LCR-03
NWRKNJ022SW|CISCO|7206-VXR|NWRKNJ-SAA-03
NWRKNJ02ERXG11|JUNIPER|ERX-1440|NWRKNJ-NWRKNJ02-ERXG11
NWRKNJ02ERXG12|JUNIPER|ERX-1440|NWRKNJ-NWRKNJ02-ERXG12
NWRKNJ02ERXG13|JUNIPER|ERX-1440|NWRKNJ-NWRKNJ02-ERXG13
NWRKNJ02ERXG16|JUNIPER|ERX-1440|NWRKNJ-NWRKNJ02-ERXG16
NWRKNJ02ERXG17|JUNIPER|ERX-1440|NWRKNJ-NWRKNJ02-ERXG17
NWRKNJ02ERXG18|JUNIPER|ERX-1440|NWRKNJ-NWRKNJ02-ERXG18
NWRKNJ02ERXG21|JUNIPER|ERX-1440|NWRKNJ-NWRKNJ02-ERXG21
NWRKNJ02ERXG4|JUNIPER|ERX-1440|NWRKNJ-NWRKNJ02-ERXG04
NWRKNJ02ERXG5|JUNIPER|ERX-1440|NWRKNJ-NWRKNJ02-ERXG05
NWRKNJ02ERXG6|JUNIPER|ERX-1440|NWRKNJ-NWRKNJ02-ERXG06
NWRKNJ02ERXG7|JUNIPER|ERX-1440|NWRKNJ-NWRKNJ02-ERXG07
NWRKNJ02ERX|JUNIPER|ERX-1440|NWRKNJ-NWRKNJ02-ERXG01
NWRKNJ02G02|JUNIPER|ERX-1440|NWRKNJ-NWRKNJ02-ERXG02
NWRKNJ02G03|JUNIPER|ERX-1440|NWRKNJ-NWRKNJ02-ERXG03
NWRKNJ02G04|JUNIPER|ERX-1440|NWRKNJ-NWRKNJ02-ERXG04
NWRKNJ02VS2-1|CISCO|6509|NWRKNJ-VAR-01-DUP
NWRKNJ02VS2|CISCO|6509|NWRKNJ-VAR-01
NWRKNJ02VS40661003A|CISCO|6509|NWRKNJ-VAR-05
NWRKNJ0300W|JUNIPER|E320|NWRKNJ-VFTTP-121
NWRKNJHQ07W|CISCO|7206-VXR|NWRK-BCD-01
NWRKNJHQ08W|CISCO|7206-VXR|NWRK-VPN-RR1
NWRKNJHQ1BR|CISCO|3640|NWRK-RTR10
NWRKNJHQ1CR|JUNIPER|T640|NWRK-CORE-RTR1
NWRKNJHQ1DR|CISCO|10008|NWRK-DSL-RTR1
NWRKNJHQ1ER|CISCO|10008|NWRK-EDGE-RTR1
NWRKNJHQ1RC|CISCO|6400|NWRK-6400-1
NWRKNJHQ2BR|CISCO|3640|NWRK-RTR11
NWRKNJHQ2CR|JUNIPER|T640|NWRK-CORE-RTR2
NWRKNJHQ2DR|CISCO|10008|NWRK-DSL-RTR2
NWRKNJHQ2ER|CISCO|10008|NWRK-EDGE-RTR2
NWRKNJHQ3DR|CISCO|10008|NWRK-DSL-RTR3
NWRKNJHQ3ER|CISCO|10008|NWRK-EDGE-RTR3
NWRKNJHQ4DR|CISCO|10008|NWRK-DSL-RTR4
NWRKNJHQ4ER|CISCO|10008|NWRK-EDGE-RTR4
NWRKNJHQ5DR|CISCO|10008|NWRK-DSL-RTR5
NWRKNJHQ6DR|CISCO|10008|NWRK-DSL-RTR6
NWRKNJHQ7DR|CISCO|10008|NWRK-DSL-RTR7
NWRKNJHQ8DR|CISCO|10008|NWRK-DSL-RTR8
NWRKNJHQ9DR|CISCO|10008|NWRK-DSL-RTR9
NWRKNJHQADR|CISCO|10008|NWRK-DSL-RTR10
NWRKNJHQBDR|CISCO|10008|NWRK-DSL-RTR11
NWRKNJHQCDR|CISCO|10008|NWRK-DSL-RTR12
NWRKNJHQDDR|CISCO|10008|NWRK-DSL-RTR13
NWRKNJHQEDR|CISCO|10008|NWRK-DSL-RTR14
NWRKNJHQFDR0440109C|CISCO|10008|NWRK-DSL-RTR15
NWRKNJHQGDR0440109B|CISCO|10008|NWRK-DSL-RTR16
NWRKNJHQIDR0440107A|CISCO|10008|NWRK-DSL-RTR18
NWRKNJHQJDR0440107B|CISCO|10008|NWRK-DSL-RTR19
NWRKNJIR00W0220934A|JUNIPER|E320|NWRKNJ-VFTTP-165
NWRKNJWA00W0221421A|JUNIPER|E320|NWRKNJ-VFTTP-160
NWTNMAWA05W01112A24|JUNIPER|MX960|BSTNMA-AER-21
NWTNMAWA05W01112A25|JUNIPER|MX960|BSTNMA-AER-22
NWTNMAWA05W0112313A|JUNIPER|E320|BSTNMA-VFTTP-163
NWTNMAWA0EW|JUNIPER|M40E|BSTNMA-AER-03
NWTNMAWA1EW|JUNIPER|M40E|BSTNMA-AER-04
NWTWPANW03W|JUNIPER|E320|PHLAPA-VFTTP-87
NWWNNYNW00W|JUNIPER|E320|TBD-NWWNNYNW00W-TID
NYACNYNK56W|JUNIPER|E320|NYCMNY-VFTTP-127
NYCKNY7100W0330315A|JUNIPER|E320|NYCMNY-VFTTP-192
NYCKNY7700W0115514A|JUNIPER|E320|NYCMNY-VFTTP-193
NYCKNYAI04W|JUNIPER|E320|NYCMNY-VFTTP-155
NYCKNYAI05W0112802A|JUNIPER|E320|NYCMNY-VFTTP-184
NYCKNYAR04W|JUNIPER|E320|NYCMNY-VFTTP-158
NYCKNYAU01W|JUNIPER|E320|NYCMNY-VFTTP-176
NYCKNYAY00W|JUNIPER|E320|NYCMNY-VFTTP-173
NYCKNYBR08W|JUNIPER|E320|NYCMNY-VFTTP-67
NYCKNYBR62W|CISCO|3845|NYCMNY-E911-01
NYCKNYBR63W|CISCO|3845|NYCMNY-E911-02
NYCKNYBR68W|JUNIPER|ERX-1440|NYCMNY-NYCKNYBR-ERXG01
NYCKNYBRERXG11|JUNIPER|ERX-1440|NYCMNY-NYCKNYBR-ERXG11
NYCKNYBRERXG12|JUNIPER|ERX-1440|NYCMNY-NYCKNYBR-ERXG12
NYCKNYBRERXG13|JUNIPER|ERX-1440|NYCMNY-NYCKNYBR-ERXG13
NYCKNYBRERXG15|JUNIPER|ERX-1440|NYCMNY-NYCKNYBR-ERXG15
NYCKNYBRERXG1|JUNIPER|ERX-1440|NYCMNY-NYCKNYBR-ERXG01
NYCKNYBRERXG2|JUNIPER|ERX-1440|NYCMNY-NYCKNYBR-ERXG02
NYCKNYBRERXG3|JUNIPER|ERX-1440|NYCMNY-NYCKNYBR-ERXG03
NYCKNYBRERXG4|JUNIPER|ERX-1440|NYCMNY-NYCKNYBR-ERXG04
NYCKNYBRERXG6|JUNIPER|ERX-1440|NYCMNY-NYCKNYBR-ERXG06
NYCKNYBRERXG7|JUNIPER|ERX-1440|NYCMNY-NYCKNYBR-ERXG07
NYCKNYBRERXG9|JUNIPER|ERX-1440|NYCMNY-NYCKNYBR-ERXG09
NYCKNYBRG02|JUNIPER|ERX-1440|NYCMNY-NYCKNYBR-ERXG02
NYCKNYBRG03|JUNIPER|ERX-1440|NYCMNY-NYCKNYBR-ERXG03
NYCKNYCL57W|JUNIPER|E320|NYCMNY-VFTTP-102
NYCKNYFA56W0443204A|JUNIPER|E320|NYCMNY-VFTTP-245
NYCKNYKP01W|JUNIPER|E320|NYCMNY-VFTTP-174
NYCKNYRA56W0225308A|JUNIPER|E320|NYCMNY-VFTTP-200
NYCKNYTY56W0115301A|JUNIPER|E320|NYCMNY-VFTTP-256
NYCKNYWM00W0554800A|JUNIPER|E320|NYCMNY-VFTTP-220
NYCKNYWM00W0554801A|JUNIPER|MX960|NYCMNY-AER-25
NYCKNYWM00W0554802A|JUNIPER|MX960|NYCMNY-AER-26
NYCKNYWM0EW|JUNIPER|M40E|NYCMNY-AER-05
NYCKNYWM1EW|JUNIPER|M40E|NYCMNY-AER-06
NYCMNY1307W|JUNIPER|ERX-1440|NYCMNY-TFTTP-230
NYCMNY130EW|JUNIPER|ERX-1440|NYCMNY-SER-01
NYCMNY130LW-VIS|CISCO|12416|NYCMNY-LCR-01-VIS
NYCMNY130LW|CISCO|12416|NYCMNY-LCR-01
NYCMNY130SW|CISCO|7206-VXR|NYCMNY-SAA-01
NYCMNY1311W09913056|JUNIPER|E320|NYCMNY-VFTTP-224
NYCMNY132SW|CISCO|7206-VXR|NYCMNY-SAA-02
NYCMNY133SW-IP-NCD|CISCO|7206-VXR|NYCMNY133SW-IP-NCD
NYCMNY13VS0|CISCO|6509|NYCMNY-VAR-04
NYCMNY1807W|JUNIPER|E320|NYCMNY-VFTTP-163
NYCMNY180CW|CISCO|12416|NYCMNY-SER-02
NYCMNY180EW|JUNIPER|ERX-1440|NYCMNY-SER-03
NYCMNY181SW|CISCO|7206-VXR|NYCMNY-SAA-03
NYCMNY3000W0224607A|JUNIPER|E320|NYCMNY-VFTTP-247
NYCMNY3604W|JUNIPER|E320|NYCMNY-VFTTP-91
NYCMNY360EW|JUNIPER|ERX-1440|NYCMNY-SER-06
NYCMNY3733W0772815A|JUNIPER|E320|NYCMNY-VFTTP-244
NYCMNY5007W|JUNIPER|E320|NYCMNY-VFTTP-147
NYCMNY560CW|CISCO|12416|NYCMNY-SER-04
NYCMNY560EW|JUNIPER|ERX-1440|NYCMNY-SER-05
NYCMNY560LW-VIS|CISCO|12416|NYCMNY-LCR-02-VIS
NYCMNY560LW|CISCO|12416|NYCMNY-LCR-02
NYCMNY560SW-IP-NCD|CISCO|7206-VXR|NYCMNY-SAA-04
NYCMNY561EW-AER-01|JUNIPER|M40E|NYCMNY-AER-01
NYCMNY561EW|JUNIPER|M40E|NYCMNY-AER-01-DUP
NYCMNY561SW|CISCO|7206-VXR|NYCMNY-SAA-05
NYCMNY562EW-AER-02|JUNIPER|M40E|NYCMNY-AER-02
NYCMNY562EW|JUNIPER|M40E|NYCMNY-AER-02-DUP
NYCMNY5660W|JUNIPER|E320|NYCMNY-VFTTP-106
NYCMNY56ERXG12|JUNIPER|ERX-1440|NYCMNY-NYCMNY56-ERXG12
NYCMNY56ERXG1|JUNIPER|ERX-1440|NYCMNY-NYCMNY56-ERXG01
NYCMNY56ERXG3|JUNIPER|ERX-1440|NYCMNY-NYCMNY56-ERXG03
NYCMNY56ERXG6|JUNIPER|ERX-1440|NYCMNY-NYCMNY56-ERXG06
NYCMNY56ERXG8|JUNIPER|ERX-1440|NYCMNY-NYCMNY56-ERXG08
NYCMNY56ERXG9|JUNIPER|ERX-1440|NYCMNY-NYCMNY56-ERXG09
NYCMNY56ERX|JUNIPER|ERX-1440|NYCMNY-NYCMNY56-ERXG01
NYCMNY56VS0|CISCO|6509|NYCMNY-VAR-03
NYCMNY7300W0223604A|JUNIPER|E320|NYCMNY-VFTTP-210
NYCMNY7904W|JUNIPER|E320|NYCMNY-VFTTP-177
NYCMNY831BR|CISCO|3640|NY111-RTR10
NYCMNY832PR|JUNIPER|M160BASEDC|NY111-PEER-RTR2
NYCMNY9704W|JUNIPER|E320|NYCMNY-VFTTP-142
NYCMNY9709W0445220A|JUNIPER|E320|NYCMNY-VFTTP-258
NYCMNYBS58W10102519A|JUNIPER|E320|NYCMNY-VFTTP-226
NYCMNYBY10F|CISCO|7206-VXR|NY5030-FRSW-RTR1
NYCMNYBY1BR|CISCO|3640|NY5030-RTR10
NYCMNYBY1CR|JUNIPER|M40E|NY5030-CORE-RTR1
NYCMNYBY1ER|CISCO|10008|NY5030-EDGE-RTR1
NYCMNYBY1GR|CISCO|7513|NY5030-GTE-RTR1
NYCMNYBY1KR|CISCO|7206-VXR|NY5030-GNI-RTR1
NYCMNYBY1QR|CISCO|7513|NY5030-QWEST-RTR1
NYCMNYBY2BR|CISCO|3640|NY5030-RTR11
NYCMNYBY2CR|JUNIPER|M40E|NY5030-CORE-RTR2
NYCMNYCA02W0221905A|JUNIPER|E320|NYCMNY-VFTTP-203
NYCMNYMN00W0770825A|JUNIPER|E320|NYCMNY-VFTTP-209
NYCMNYPS66W|JUNIPER|M40E|NYCMNY-AER-10
NYCMNYPS67W|JUNIPER|M40E|NYCMNY-AER-09
NYCMNYPS74W0995010A|JUNIPER|MX960|NYCMNY-AER-27
NYCMNYPS74W0995011A|JUNIPER|MX960|NYCMNY-AER-28
NYCMNYPSVMSESW1|CISCO|2950|NYCMNY-ISW-01
NYCMNYPSVMSESW2|CISCO|2950|NYCMNY-ISW-02
NYCMNYQO09W|CISCO|7206-VXR|NY325-BCD-01
NYCMNYQO1BR|CISCO|3640|NY325-RTR10
NYCMNYQO1CR|JUNIPER|T640|NY325-CORE-RTR1
NYCMNYQO1DR|CISCO|10008|NY325-DSL-RTR1
NYCMNYQO1ER|CISCO|12012|NY325-EDGE-RTR1
NYCMNYQO1RC|CISCO|6400|NY325-6400-1
NYCMNYQO2BR|CISCO|3640|NY325-RTR11
NYCMNYQO2CR|JUNIPER|T640|NY325-CORE-RTR2
NYCMNYQO2DR|CISCO|10008|NY325-DSL-RTR2
NYCMNYQO2ER|CISCO|12012|NY325-EDGE-RTR2
NYCMNYQO3DR|CISCO|10008|NY325-DSL-RTR3
NYCMNYQO3ER|CISCO|10008|NY325-EDGE-RTR3
NYCMNYQO4DR|CISCO|10008|NY325-DSL-RTR4
NYCMNYQO4ER|CISCO|10008|NY325-EDGE-RTR4
NYCMNYQO5DR|CISCO|10008|NY325-DSL-RTR5
NYCMNYQO5ER|CISCO|10008|NY325-EDGE-RTR5
NYCMNYQO6DR|CISCO|10008|NY325-DSL-RTR6
NYCMNYQO6ER|CISCO|10008|NY325-EDGE-RTR6
NYCMNYQO7DR|CISCO|10008|NY325-DSL-RTR7
NYCMNYQO8DR|CISCO|10008|NY325-DSL-RTR8
NYCMNYQO9DR|CISCO|10008|NY325-DSL-RTR9
NYCMNYQOADR|CISCO|10008|NY325-DSL-RTR10
NYCMNYQOBDR|CISCO|10008|NY325-DSL-RTR11
NYCMNYQOCDR|CISCO|10008|NY325-DSL-RTR12
